City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
480,Vila Velha,BR,82.35,clear sky,-20.3297,-40.2925,Hotel Vitória Palace
481,Miri,MY,78.94,few clouds,4.4148,114.0089,"Mega Hotel, Miri"
482,Houma,US,87.01,scattered clouds,29.5958,-90.7195,Courtyard by Marriott Houma
483,Koumac,NC,68.61,scattered clouds,-20.5667,164.2833,Le Monitel
484,Minas Novas,BR,84.27,clear sky,-17.2186,-42.5903,J K Palace Hotel
486,Rupert,US,67.95,clear sky,42.6191,-113.6772,Uptown Motel
487,Yantzaza,EC,74.62,light rain,-3.8278,-78.7594,HOTEL ALEJANDRO YANTZAZA
488,Lorengau,PG,80.8,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
489,Iquitos,PE,78.84,broken clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
490,Campeche,MX,88.02,few clouds,19.0,-90.5,
491,Sidrolandia,BR,68.79,moderate rain,-20.9319,-54.9614,Agropet São Francisco
492,Karratha,AU,67.86,clear sky,-20.7377,116.8463,ibis Styles Karratha
493,Port Shepstone,ZA,69.49,clear sky,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
494,Demidov,RU,65.25,overcast clouds,55.2706,31.515,Mini-Hotel on Prosveshcheniya
495,Orbetello,IT,91.4,clear sky,42.4408,11.2196,Argentario Golf & Wellness Resort
496,Sterling,US,81.16,overcast clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
498,Casa Nova,BR,82.94,clear sky,-9.4167,-41.1333,LÔRO BEACH. DUNAS
500,Praia Da Vitoria,PT,76.75,broken clouds,38.7333,-27.0667,Hotel Branco I
501,Hervey Bay,AU,64.4,overcast clouds,-25.2986,152.8535,Shelly Bay Resort
502,Lardos,GR,94.82,clear sky,36.0942,28.0157,Lindos Princess Beach Hotel
503,Ciechanow,PL,69.66,overcast clouds,52.8814,20.62,Hotel ATENA
504,Creston,US,73.36,mist,41.0586,-94.3614,Supertel Inn & Conference Center
505,Pingliang,CN,71.46,overcast clouds,35.5392,106.6861,North Gate Hostel
506,Barcelos,PT,91.92,scattered clouds,41.5388,-8.6151,Hotel Restaurante Bagoeira
507,Namatanai,PG,79.48,scattered clouds,-3.6667,152.4333,Seagulls Inn Namatani
508,Hailun,CN,62.02,broken clouds,47.45,126.9333,Wanhao Hotel
509,Tomter,NO,72.81,overcast clouds,59.65,11.0,Blixland Farm and Horse Center
510,Acapulco,MX,78.62,scattered clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
512,Shimoda,JP,76.1,broken clouds,34.6667,138.95,Shimoda Tokyu Hotel
513,Grand-Santi,GF,90.81,few clouds,4.25,-54.3833,Hotel La Villa Couacou
514,The Pas,CA,69.82,clear sky,53.8251,-101.2541,Wescana Inn
515,Kastamonu,TR,70.93,clear sky,41.5,33.6667,Kasaba Orencik Koyu Muhtarligi
516,Tiarei,PF,71.62,broken clouds,-17.5333,-149.3333,Le Rocher de Tahiti
517,Camocim,BR,90.12,broken clouds,-2.9022,-40.8411,Ilha Praia Hotel
519,Edmonton,CA,64.65,overcast clouds,53.5501,-113.4687,Delta Hotels by Marriott Edmonton Centre Suites
520,Lebowakgomo,ZA,63.5,clear sky,-24.2,29.5,Chuene Resort
521,Garissa,KE,84.16,overcast clouds,-0.4536,39.6401,Sharif Plaza Hotel
522,Fukue,JP,79.61,overcast clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
523,Margate,GB,82.11,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
524,Talnakh,RU,63.21,overcast clouds,69.4865,88.3972,Talnakh Hotel
525,Timra,SE,65.68,scattered clouds,62.487,17.3257,Bergefors park
526,Shubarshi,KZ,91.51,clear sky,48.5872,57.1869,
527,Tautira,PF,74.41,broken clouds,-17.7333,-149.15,Pension Oaoa
528,South Lake Tahoe,US,75.27,clear sky,38.9332,-119.9844,Tahoe Lakeshore Lodge & Spa
529,Oyem,GA,76.98,broken clouds,1.5995,11.5793,Commissariat de police
530,Meulaboh,ID,79.36,overcast clouds,4.1363,96.1285,Kost Pria
531,West Odessa,US,86.41,clear sky,31.8424,-102.4988,Corporate Mobile Housing
533,Yairipok,IN,74.8,overcast clouds,24.6667,94.0667,Ningthounai
534,Tiznit,MA,91.2,clear sky,29.5833,-9.5,
536,Goure,NE,81.01,light rain,13.9835,10.2704,
537,Sakaiminato,JP,78.78,broken clouds,35.55,133.2333,Italian pasley
539,Grand-Lahou,CI,77.09,overcast clouds,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
541,Dharapuram,IN,81.28,light rain,10.7333,77.5167,Sakthi Lodge
542,Tornio,FI,62.62,overcast clouds,65.8481,24.1466,Park Hotel Tornio
543,Khani,GE,69.37,broken clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
547,Sikasso,ML,86.76,light rain,10.9167,-7.0,
548,Zimandu Nou,RO,83.7,clear sky,46.2833,21.4,Domino Residence
549,Odienne,CI,80.38,moderate rain,9.51,-7.5692,Oustaz Vame DIAKITE
550,Karoi,ZW,66.6,few clouds,-16.8099,29.6925,Chikangwe Guest houses
551,Katsuura,JP,77.2,scattered clouds,35.1333,140.3,Katsuura Hotel Mikazuki
552,Invermere,CA,69.89,clear sky,50.5167,-116.0354,Copper Point Resort
553,Surgut,RU,68.18,few clouds,61.25,73.4167,Business Hotel
554,Acarau,BR,87.6,scattered clouds,-2.8856,-40.12,castelo pizzaria
555,Funadhoo,MV,81.84,overcast clouds,6.15,73.2667,Dhaffalhu Tourist Lodge
556,Nikolayevka,RU,76.23,broken clouds,53.1257,47.2041,"Hotel ""Prestige"""
557,Nha Trang,VN,78.8,scattered clouds,12.25,109.1833,Hanoi Golden Hotel
560,Camopi,GF,88.34,broken clouds,3.1655,-52.3158,La pousada
563,Usak,TR,84.99,clear sky,38.5,29.4167,Bekdemir Koyu Muhtarligi
564,Marzuq,YE,95.85,overcast clouds,14.4,46.4667,
565,Portland,US,62.46,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
566,Atbasar,KZ,75.16,broken clouds,51.8,68.3333,Гостиничный Комплекс Saad
567,Mayo,US,83.48,clear sky,38.8876,-76.5119,Resorts Resource Group International
568,Teguise,ES,79.02,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
571,Wukari,NG,82.65,overcast clouds,7.85,9.7833,Elimtop
572,Kita,ML,91.65,broken clouds,13.0349,-9.4895,Hôtel Chat Rouge
573,Falmouth,GB,83.3,overcast clouds,50.1544,-5.0711,The Falmouth Hotel
574,North Platte,US,71.49,overcast clouds,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
575,Amnat Charoen,TH,80.31,scattered clouds,15.9167,104.75,หอพักนักศึกษา
576,Karpogory,RU,66.24,overcast clouds,64.0019,44.4451,Hotel Pinezhskaya Sloboda
577,Plettenberg Bay,ZA,77.59,clear sky,-34.0527,23.3716,Thanda Vista B&B
578,Kalisz,PL,72.79,overcast clouds,51.7611,18.091,Hotel Europa
579,Sao Joao Do Piaui,BR,91.11,clear sky,-8.3581,-42.2467,Nayra Palace Hotel
580,Luzon,PH,81.01,overcast clouds,6.519,126.0941,Villanida Campsite and Resort
581,Havre-Saint-Pierre,CA,62.96,broken clouds,50.2334,-63.5986,Auberge Niapiskau
583,Bronzani Majdan,BA,81.18,clear sky,44.7869,16.9311,
586,Manado,ID,75.97,scattered clouds,1.487,124.8455,Aryaduta Hotel
587,Sagaing,MM,90.88,overcast clouds,21.8787,95.9797,Makara Cruise
588,Sovetskiy,RU,70.52,overcast clouds,61.3614,63.5842,Apartment on Kievskaya 29
589,Follebu,NO,66.67,overcast clouds,61.216,10.2851,Byggtjenester South Gudbrandsdal AS
590,Macau,MO,88.86,scattered clouds,22.2006,113.5461,Grand Emperor Hotel
591,Escanaba,US,79.52,clear sky,45.7453,-87.0646,Sunset Lodge
592,Padang,ID,77.05,overcast clouds,-0.9492,100.3543,Mercure Padang
593,Portales,US,86.32,overcast clouds,34.1862,-103.3344,"Holiday Inn Express & Suites Portales, an IHG Hotel"
596,Saint-Georges,GD,80.28,broken clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
597,Caluquembe,AO,74.97,few clouds,-13.7833,14.6833,Hotel Kalukembe
599,Urumqi,CN,86.95,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
600,Limon,CR,76.89,broken clouds,10.0,-83.0333,Hotel Playa Bonita
601,Sumter,US,88.95,broken clouds,28.7086,-82.0831,Paradise Oaks RV Resort
604,Morgan City,US,88.0,few clouds,29.6994,-91.2068,Hampton Inn & Suites Morgan City
605,Zabid,YE,94.17,broken clouds,14.1951,43.3152,مغرب التريبه
606,Salalah,OM,77.2,overcast clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
608,Balabac,PH,82.17,light rain,7.9868,117.0645,Batalla’s Lodging House
610,Plouzane,FR,93.52,clear sky,48.3833,-4.6167,Lymina
613,Kumano,JP,77.92,moderate rain,34.3442,132.5894,ホテル コラソン
614,Ternate,ID,80.56,overcast clouds,0.8,127.4,Sahid Bela Ternate Hotel
615,Sarangani,PH,83.08,broken clouds,5.4033,125.4636,JVL Inn and Cafeteria
616,Navoloki,RU,69.91,overcast clouds,57.4657,41.9634,Guest House on Pereulok Pervoy Pyatyletki 23
617,Sao Raimundo Nonato,BR,89.06,clear sky,-9.0153,-42.6994,Real Hotel
618,San Pedro,PH,78.03,broken clouds,14.35,121.0167,Palines Apartment and Guesthouse
619,Tocuila,MX,72.25,overcast clouds,18.95,-97.0167,Chula Vista Camping
621,Praya,CV,86.54,few clouds,14.9215,-23.5087,LT Aparthotel
622,Juiz De Fora,BR,81.59,overcast clouds,-21.7642,-43.3503,Constantino Hotel
623,Caranavi,BO,64.29,overcast clouds,-15.8167,-67.55,Hotel LANDIVAR
624,Grand Gaube,MU,70.38,light rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
625,Vrangel,RU,62.44,overcast clouds,42.7297,133.0839,"Отель ""БАЛИ"""
627,Lata,PT,89.49,scattered clouds,40.1629,-8.3327,Casa Maquia
628,Sassandra,CI,78.53,overcast clouds,4.95,-6.0833,la terrasse
629,Hun,LY,94.62,clear sky,29.1268,15.9477,Alrwasi Hotel
631,Salaga,GH,82.11,light rain,8.5508,-0.5188,Bore Nada Guest House
632,Noumea,NC,72.0,scattered clouds,-22.2763,166.4572,Hôtel Le Lagon
634,Huambo,AO,75.0,clear sky,-12.7761,15.7392,SiSHotel
636,Livingston,GB,78.85,clear sky,55.9029,-3.5226,Mercure Livingston Hotel
637,Taltal,CL,62.4,clear sky,-25.4,-70.4833,Residencial Karime
638,Tena,EC,70.79,light rain,-0.9833,-77.8167,Hostal Tena Ñaui
639,Ust-Nera,RU,63.3,overcast clouds,64.5667,143.2,Hotel Ust-Nera
640,Namwala,ZM,72.45,clear sky,-15.7504,26.4384,Corner Point Lodge
641,Galle,LK,79.7,overcast clouds,6.0367,80.217,Amangalla
644,Vanimo,PG,75.85,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
645,Sosua,DO,87.78,few clouds,19.7667,-70.5167,Piergiorgio Palace Hotel
646,Muzhi,RU,72.46,clear sky,65.3667,64.6667,Gostinitsa
647,Chapais,CA,69.58,broken clouds,49.7834,-74.8492,Hôtel Opémiska
649,Makakilo City,US,77.32,overcast clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
650,Shchigry,RU,62.42,light rain,51.8755,36.9043,Базилик Щигры
651,Laguna,US,83.97,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
652,Khomeyn,IR,89.15,clear sky,33.6423,50.0789,فروشگاه رنگ و ابزار عصاری
653,Champerico,GT,82.94,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
654,Maraba,BR,91.58,clear sky,-5.3686,-49.1178,Hotel Del Principe
655,Pafos,CY,89.24,few clouds,34.7667,32.4167,Elysium Hotel
656,Bonavista,CA,63.36,clear sky,48.6499,-53.1147,Sweet Sharons bnb
659,Kamenka,RU,82.06,few clouds,51.3223,42.7678,
660,Mabaruma,GY,86.49,few clouds,8.2,-59.7833,Monty Brooms Guest House
661,Ierissos,GR,87.04,scattered clouds,40.4,23.8833,Hotel Markos
662,Japura,ID,76.8,overcast clouds,-0.3167,102.35,Rumah mbah Jamah
665,Abu Zabad,SD,87.48,light rain,12.35,29.25,حامد محمد نور
666,Ukiah,US,74.44,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
667,Vila,PT,77.88,few clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
668,Serra,BR,81.86,clear sky,-20.1286,-40.3078,Interior do Estado do Espirito Santo
669,Mindif,CM,73.89,overcast clouds,10.3976,14.4363,
670,Pasni,PK,84.72,moderate rain,25.2631,63.471,Kashmiri Hotal
671,Santa Cruz Del Sur,CU,84.42,overcast clouds,20.7147,-77.9956,
673,Manokwari,ID,74.8,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
674,Bocaiuva,BR,78.51,overcast clouds,-17.1078,-43.815,Hotel Maxim's
676,Fergus Falls,US,78.78,clear sky,46.283,-96.0776,AmericInn by Wyndham Fergus Falls Conference Center
677,Yushu,CN,64.31,overcast clouds,44.8,126.5333,Honorable Institute
678,Thiruvananthapuram,IN,80.58,mist,8.4833,76.9167,Hotel Residency Tower
679,Swellendam,ZA,71.24,clear sky,-34.0226,20.4417,De Kloof Heritage Estate boutique Hotel & SPA
680,Ortakoy,TR,80.85,clear sky,38.7373,34.0387,Berilhan Hotel
681,Leh,IN,67.87,overcast clouds,34.1667,77.5833,Hotel Ladakh Greens
682,Gornopravdinsk,RU,67.06,broken clouds,60.05,69.9,Hostel
